UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,TokenizedTweet,Cleantweet
1225,46177,Boston,13-03-2020,"The one who stayed away saved all the rest

Even if you are not at high risk of getting #Coronavirus, the person next to you or touching the door knob you just touched or reaching for the tomato at the grocery store after you might be.

#Covid19 #Prevention #PreventionOverPanic https://t.co/cS0DXqTpoM",Extremely Positive,"['The', 'one', 'who', 'stayed', 'away', 'saved', 'all', 'the', 'rest', 'Even', 'if', 'you', 'are', 'not', 'at', 'high', 'risk', 'of', 'getting', '#', 'Coronavirus', ',', 'the', 'person', 'next', 'to', 'you', 'or', 'touching', 'the', 'door', 'knob', 'you', 'just', 'touched', 'or', 'reaching', 'for', 'the', 'tomato', 'at', 'the', 'grocery', 'store', 'after', 'you', 'might', 'be', '.', '#', 'Covid19', '#', 'Prevention', '#', 'PreventionOverPanic', 'https', ':', '//t.co/cS0DXqTpoM']","one stayed away saved rest Even high risk getting #Coronavirus, person next touching door knob touched reaching tomato grocery store might be. #Covid19 #Prevention #PreventionOverPanic https://t.co/cS0DXqTpoM"
1226,46178,Luxembourg,13-03-2020,In times we waste food not being able to consume it all... The panic is still on. Seriously?! #Luxembourg #Covid_19 https://t.co/aZx18RmfEQ,Extremely Negative,"['In', 'times', 'we', 'waste', 'food', 'not', 'being', 'able', 'to', 'consume', 'it', 'all', '...', 'The', 'panic', 'is', 'still', 'on', '.', 'Seriously', '?', '!', '#', 'Luxembourg', '#', 'Covid_19', 'https', ':', '//t.co/aZx18RmfEQ']",times waste food able consume all... panic still on. Seriously?! #Luxembourg #Covid_19 https://t.co/aZx18RmfEQ
1229,46181,"Colorado, USA",13-03-2020,People at the grocery store buying all the bottled water like the tap water be oozing #Covid_19 out of the faucet! Lemmings!,Positive,"['People', 'at', 'the', 'grocery', 'store', 'buying', 'all', 'the', 'bottled', 'water', 'like', 'the', 'tap', 'water', 'be', 'oozing', '#', 'Covid_19', 'out', 'of', 'the', 'faucet', '!', 'Lemmings', '!']",People grocery store buying bottled water like tap water oozing #Covid_19 faucet! Lemmings!
1230,46182,"Staten Island, NY",13-03-2020,What every customer at the grocery store thinks is gonna happen within the next few days..... #Thedivision #Covid_19 #coronavirus #CoronavirusPandemic #tomclancy https://t.co/MYk1rp1mbr,Neutral,"['What', 'every', 'customer', 'at', 'the', 'grocery', 'store', 'thinks', 'is', 'gon', 'na', 'happen', 'within', 'the', 'next', 'few', 'days', '.....', '#', 'Thedivision', '#', 'Covid_19', '#', 'coronavirus', '#', 'CoronavirusPandemic', '#', 'tomclancy', 'https', ':', '//t.co/MYk1rp1mbr']",every customer grocery store thinks gonna happen within next days..... #Thedivision #Covid_19 #coronavirus #CoronavirusPandemic #tomclancy https://t.co/MYk1rp1mbr
1231,46183,"Las Vegas, NV",13-03-2020,"A message to share before you rush to the grocery store - please help your parents, grandparents, and all of our elderly citizens #coronavirus #CoronaOutbreak #CoronavirusPandemic #coronavirususa #COVID19 #Covid_19 https://t.co/EGALkm0QEJ",Extremely Positive,"['A', 'message', 'to', 'share', 'before', 'you', 'rush', 'to', 'the', 'grocery', 'store', '-', 'please', 'help', 'your', 'parents', ',', 'grandparents', ',', 'and', 'all', 'of', 'our', 'elderly', 'citizens', '#', 'coronavirus', '#', 'CoronaOutbreak', '#', 'CoronavirusPandemic', '#', 'coronavirususa', '#', 'COVID19', '#', 'Covid_19', 'https', ':', '//t.co/EGALkm0QEJ']","message share rush grocery store - please help parents, grandparents, elderly citizens #coronavirus #CoronaOutbreak #CoronavirusPandemic #coronavirususa #COVID19 #Covid_19 https://t.co/EGALkm0QEJ"
1232,46184,"Bellevue, Washington",13-03-2020,"Panic buying finally hit my local grocery store, and I learned those around me stockpile tp AND fresh vegetables.  #Covid_19",Negative,"['Panic', 'buying', 'finally', 'hit', 'my', 'local', 'grocery', 'store', ',', 'and', 'I', 'learned', 'those', 'around', 'me', 'stockpile', 'tp', 'AND', 'fresh', 'vegetables', '.', '#', 'Covid_19']","Panic buying finally hit local grocery store, learned around stockpile tp fresh vegetables. #Covid_19"
1233,46185,Canada,13-03-2020,"@RBC is calling for a #recession due to #Covid_19 and low oil prices. What does this mean for consumers, businesses, markets and the loonie: https://t.co/jeo9xO0efD",Negative,"['@', 'RBC', 'is', 'calling', 'for', 'a', '#', 'recession', 'due', 'to', '#', 'Covid_19', 'and', 'low', 'oil', 'prices', '.', 'What', 'does', 'this', 'mean', 'for', 'consumers', ',', 'businesses', ',', 'markets', 'and', 'the', 'loonie', ':', 'https', ':', '//t.co/jeo9xO0efD']","@RBC calling #recession due #Covid_19 low oil prices. mean consumers, businesses, markets loonie: https://t.co/jeo9xO0efD"
1234,46186,California ! in Wonderland,13-03-2020,My sister friend just sent her a screen shot of this and now shes freaking out and went to the store to buy food and stock up on everything! Tbh starting to worry now...all jokes aside #Coronavirus,Negative,"['My', 'sister', 'friend', 'just', 'sent', 'her', 'a', 'screen', 'shot', 'of', 'this', 'and', 'now', 'she\x92s', 'freaking', 'out', 'and', 'went', 'to', 'the', 'store', 'to', 'buy', 'food', 'and', 'stock', 'up', 'on', 'everything', '!', 'Tbh', 'starting', 'to', 'worry', 'now', '...', 'all', 'jokes', 'aside', '#', 'Coronavirus']",sister friend sent screen shot shes freaking went store buy food stock everything! Tbh starting worry now...all jokes aside #Coronavirus
1236,46188,"Portsmouth, Virginia",13-03-2020,"In light of the COVID-19 threat and increased demand for the Portsmouth Health Department,  all Face-to-Face Food Handler Classes will be suspended until further notice. Online instruction options are encouraged and available at https://t.co/g9AbmnfMrH. https://t.co/5DKCVfb3bS",Negative,"['In', 'light', 'of', 'the', 'COVID-19', 'threat', 'and', 'increased', 'demand', 'for', 'the', 'Portsmouth', 'Health', 'Department', ',', 'all', 'Face-to-Face', 'Food', 'Handler', 'Classes', 'will', 'be', 'suspended', 'until', 'further', 'notice', '.', 'Online', 'instruction', 'options', 'are', 'encouraged', 'and', 'available', 'at', 'https', ':', '//t.co/g9AbmnfMrH', '.', 'https', ':', '//t.co/5DKCVfb3bS']","light COVID-19 threat increased demand Portsmouth Health Department, Face-to-Face Food Handler Classes suspended notice. Online instruction options encouraged available https://t.co/g9AbmnfMrH. https://t.co/5DKCVfb3bS"
1237,46189,"Ipswich, England",13-03-2020,"#coronavirus #CoronaOutbreak 
What happens to those children who are so hungry they eat from bins.. when schools close and they cant have their free school meal? Families so financially desperate that they cannot stock up on food and supplies if theres mass quarantine?",Positive,"['#', 'coronavirus', '#', 'CoronaOutbreak', 'What', 'happens', 'to', 'those', 'children', 'who', 'are', 'so', 'hungry', 'they', 'eat', 'from', 'bins', '..', 'when', 'schools', 'close', 'and', 'they', 'can\x92t', 'have', 'their', 'free', 'school', 'meal', '?', 'Families', 'so', 'financially', 'desperate', 'that', 'they', 'can', 'not', 'stock', 'up', 'on', 'food', 'and', 'supplies', 'if', 'there\x92s', 'mass', 'quarantine', '?']",#coronavirus #CoronaOutbreak happens children hungry eat bins.. schools close cant free school meal? Families financially desperate cannot stock food supplies theres mass quarantine?
1240,46192,Mid Ohio Valley,13-03-2020,"In the Mid-Ohio Valley, the daily life of the community has shifted. Families have flocked to grocery stores to stock up on food, businesses have updated their sick leave and work from home policies, public events have been canceled, visitation to care f https://t.co/y1ZTCo2HCW https://t.co/Yw8fZ7fR1o",Negative,"['In', 'the', 'Mid-Ohio', 'Valley', ',', 'the', 'daily', 'life', 'of', 'the', 'community', 'has', 'shifted', '.', 'Families', 'have', 'flocked', 'to', 'grocery', 'stores', 'to', 'stock', 'up', 'on', 'food', ',', 'businesses', 'have', 'updated', 'their', 'sick', 'leave', 'and', 'work', 'from', 'home', 'policies', ',', 'public', 'events', 'have', 'been', 'canceled', ',', 'visitation', 'to', 'care', 'f', 'https', ':', '//t.co/y1ZTCo2HCW', 'https', ':', '//t.co/Yw8fZ7fR1o']","Mid-Ohio Valley, daily life community shifted. Families flocked grocery stores stock food, businesses updated sick leave work home policies, public events canceled, visitation care f https://t.co/y1ZTCo2HCW https://t.co/Yw8fZ7fR1o"
1243,46195,maryland,13-03-2020,"Every single person I made eye contact with smiled, everyone said hello, the clerks are being so kind and cheerful at my local grocery store. The people are good. #Covid_19",Extremely Positive,"['Every', 'single', 'person', 'I', 'made', 'eye', 'contact', 'with', 'smiled', ',', 'everyone', 'said', 'hello', ',', 'the', 'clerks', 'are', 'being', 'so', 'kind', 'and', 'cheerful', 'at', 'my', 'local', 'grocery', 'store', '.', 'The', 'people', 'are', 'good', '.', '#', 'Covid_19']","Every single person made eye contact smiled, everyone said hello, clerks kind cheerful local grocery store. people good. #Covid_19"
1244,46196,"London, Ontario",13-03-2020,I feel the cleaning aisle of my local grocery store is a physical metaphor for peoples heads right now. #COVID2019 #ldnont https://t.co/8ZeM55d979,Neutral,"['I', 'feel', 'the', 'cleaning', 'aisle', 'of', 'my', 'local', 'grocery', 'store', 'is', 'a', 'physical', 'metaphor', 'for', 'people\x92s', 'heads', 'right', 'now', '.', '#', 'COVID2019', '#', 'ldnont', 'https', ':', '//t.co/8ZeM55d979']",feel cleaning aisle local grocery store physical metaphor peoples heads right now. #COVID2019 #ldnont https://t.co/8ZeM55d979
1245,46197,"Michigan, USA",13-03-2020,Is anyone else concerned with the extra load on consumer ISPs with companies/schools shifting to WFH and online classes? #Covid_19,Neutral,"['Is', 'anyone', 'else', 'concerned', 'with', 'the', 'extra', 'load', 'on', 'consumer', 'ISPs', 'with', 'companies/schools', 'shifting', 'to', 'WFH', 'and', 'online', 'classes', '?', '#', 'Covid_19']",anyone else concerned extra load consumer ISPs companies/schools shifting WFH online classes? #Covid_19
1246,46198,Orange & Los Angeles Counties,13-03-2020,"Information about COVID-19 and your options and health care rights from Health Consumer Alliance (of which we are a part). https://t.co/SdH5BBKwIC

#healthcare #COVID2019 #COVID?19 #healthcarerights",Positive,"['Information', 'about', 'COVID-19', 'and', 'your', 'options', 'and', 'health', 'care', 'rights', 'from', 'Health', 'Consumer', 'Alliance', '(', 'of', 'which', 'we', 'are', 'a', 'part', ')', '.', 'https', ':', '//t.co/SdH5BBKwIC', '#', 'healthcare', '#', 'COVID2019', '#', 'COVID', '?', '19', '#', 'healthcarerights']",Information COVID-19 options health care rights Health Consumer Alliance (of part). https://t.co/SdH5BBKwIC #healthcare #COVID2019 #COVID?19 #healthcarerights
1247,46199,Westmeath,13-03-2020,"PANIC BUYING
I feel the need to express my opinion.
STOP THINK PURCHASE.
There Are No Shortages Of Food In Ireland.
People Stockpiling Food? Why ? No Need Please Think!!!
#CoronavirusPandemic  #Coronavirusireland  #Covid_19  #COVID19  #COVID2019 #panicbuying  #panicbuyers",Extremely Negative,"['PANIC', 'BUYING', 'I', 'feel', 'the', 'need', 'to', 'express', 'my', 'opinion', '.', 'STOP', 'THINK', 'PURCHASE', '.', 'There', 'Are', 'No', 'Shortages', 'Of', 'Food', 'In', 'Ireland', '.', 'People', 'Stockpiling', 'Food', '?', 'Why', '?', 'No', 'Need', 'Please', 'Think', '!', '!', '!', '#', 'CoronavirusPandemic', '#', 'Coronavirusireland', '#', 'Covid_19', '#', 'COVID19', '#', 'COVID2019', '#', 'panicbuying', '#', 'panicbuyers']",PANIC BUYING feel need express opinion. STOP THINK PURCHASE. Shortages Food Ireland. People Stockpiling Food? ? Need Please Think!!! #CoronavirusPandemic #Coronavirusireland #Covid_19 #COVID19 #COVID2019 #panicbuying #panicbuyers
1248,46200,"Dublin, Ireland",13-03-2020,"@GoldenDiscs I just made my first purchase on your site, it took 2 minutes between choosing CD and check out ! #superb #shopping #ireland #online #Covid_19",Neutral,"['@', 'GoldenDiscs', 'I', 'just', 'made', 'my', 'first', 'purchase', 'on', 'your', 'site', ',', 'it', 'took', '2', 'minutes', 'between', 'choosing', 'CD', 'and', 'check', 'out', '!', '#', 'superb', '#', 'shopping', '#', 'ireland', '#', 'online', '#', 'Covid_19']","@GoldenDiscs made first purchase site, took 2 minutes choosing CD check ! #superb #shopping #ireland #online #Covid_19"
1249,46201,"Cincinnati, OH",13-03-2020,"Our chief economist @Alex_Carrick says the #coronavirus is wreaking havoc on Canadas economy, particularly its energy sector. https://t.co/6y1SS7r5nK #COVID19",Negative,"['Our', 'chief', 'economist', '@', 'Alex_Carrick', 'says', 'the', '#', 'coronavirus', 'is', 'wreaking', 'havoc', 'on', 'Canada\x92s', 'economy', ',', 'particularly', 'its', 'energy', 'sector', '.', 'https', ':', '//t.co/6y1SS7r5nK', '#', 'COVID19']","chief economist @Alex_Carrick says #coronavirus wreaking havoc Canadas economy, particularly energy sector. https://t.co/6y1SS7r5nK #COVID19"
1250,46202,"Victoria, Australia",13-03-2020,"If you booked a trip or event tickets, &amp; its been cancelled because of #coronavirus, you may have rights to a refund. For more, see our information about `frustrated contracts: https://t.co/SUQwow0t7P

#COVID19 #COVID_19",Extremely Negative,"['If', 'you', 'booked', 'a', 'trip', 'or', 'event', 'tickets', ',', '&', 'amp', ';', 'it\x92s', 'been', 'cancelled', 'because', 'of', '#', 'coronavirus', ',', 'you', 'may', 'have', 'rights', 'to', 'a', 'refund', '.', 'For', 'more', ',', 'see', 'our', 'information', 'about', '`', 'frustrated', 'contracts\x92', ':', 'https', ':', '//t.co/SUQwow0t7P', '#', 'COVID19', '#', 'COVID_19']","booked trip event tickets, &amp; its cancelled #coronavirus, may rights refund. more, see information `frustrated contracts: https://t.co/SUQwow0t7P #COVID19 #COVID_19"
1251,46203,Pennsylvania,13-03-2020,"Take a look at these grocery store shelves where bottled water, toilet paper, paper towels, household disinfectants are in short supply. #CoronaApocalypse #panicbuying #toiletpapershortage #Covid_19 #coronavirus  https://t.co/B8L66hEfkQ",Neutral,"['Take', 'a', 'look', 'at', 'these', 'grocery', 'store', 'shelves', 'where', 'bottled', 'water', ',', 'toilet', 'paper', ',', 'paper', 'towels', ',', 'household', 'disinfectants', 'are', 'in', 'short', 'supply', '.', '#', 'CoronaApocalypse', '#', 'panicbuying', '#', 'toiletpapershortage', '#', 'Covid_19', '#', 'coronavirus', 'https', ':', '//t.co/B8L66hEfkQ']","Take look grocery store shelves bottled water, toilet paper, paper towels, household disinfectants short supply. #CoronaApocalypse #panicbuying #toiletpapershortage #Covid_19 #coronavirus https://t.co/B8L66hEfkQ"
1253,46205,"Waukee, Iowa",13-03-2020,"? Shortage alert ?
Stopped by the grocery store tonight and the shelves were cleared of ranch dressing. Obviously #Covid_19 panic has hit #Iowa. 
#CoronaOutbreak #CoronavirusPandemic #CoronaVirusUpdate",Negative,"['?', 'Shortage', 'alert', '?', 'Stopped', 'by', 'the', 'grocery', 'store', 'tonight', 'and', 'the', 'shelves', 'were', 'cleared', 'of', 'ranch', 'dressing', '.', 'Obviously', '#', 'Covid_19', 'panic', 'has', 'hit', '#', 'Iowa', '.', '#', 'CoronaOutbreak', '#', 'CoronavirusPandemic', '#', 'CoronaVirusUpdate']",? Shortage alert ? Stopped grocery store tonight shelves cleared ranch dressing. Obviously #Covid_19 panic hit #Iowa. #CoronaOutbreak #CoronavirusPandemic #CoronaVirusUpdate
1256,46208,"Southern Indiana, USA",13-03-2020,"At the grocery store,  and it's damn near empty. I've never seen it like this, even when snow/ice is expected.  
People are literally panicking. 
Silver lining, gas prices are down ?
#CoronavirusPandemic 
#Covid_19 
#CalmTFDownYall",Extremely Negative,"['At', 'the', 'grocery', 'store', ',', 'and', 'it', ""'s"", 'damn', 'near', 'empty', '.', 'I', ""'ve"", 'never', 'seen', 'it', 'like', 'this', ',', 'even', 'when', 'snow/ice', 'is', 'expected', '.', 'People', 'are', 'literally', 'panicking', '.', 'Silver', 'lining', ',', 'gas', 'prices', 'are', 'down', '?', '#', 'CoronavirusPandemic', '#', 'Covid_19', '#', 'CalmTFDownYall']","grocery store, damn near empty. I've never seen like this, even snow/ice expected. People literally panicking. Silver lining, gas prices ? #CoronavirusPandemic #Covid_19 #CalmTFDownYall"
1257,46209,"Temescal Valley, CA",13-03-2020,"Im at the grocery store just trying to buy some regular stuff (veggies, beans, eggs...) and its way overcrowded with preppers loading up on soda, cereal, chips. When they survive the #Covid_19 scare theyll be sick with type 2 diabetes.",Extremely Negative,"['I\x92m', 'at', 'the', 'grocery', 'store', 'just', 'trying', 'to', 'buy', 'some', 'regular', 'stuff', '(', 'veggies', ',', 'beans', ',', 'eggs', '...', ')', 'and', 'it\x92s', 'way', 'overcrowded', 'with', 'preppers', 'loading', 'up', 'on', 'soda', ',', 'cereal', ',', 'chips', '.', 'When', 'they', 'survive', 'the', '#', 'Covid_19', 'scare', 'they\x92ll', 'be', 'sick', 'with', 'type', '2', 'diabetes', '.']","Im grocery store trying buy regular stuff (veggies, beans, eggs...) its way overcrowded preppers loading soda, cereal, chips. survive #Covid_19 scare theyll sick type 2 diabetes."
